date,daily_quantity_실리콘_계란찜기(소),daily_quantity_실리콘_뒤짐개,daily_quantity_실리콘_볶음주걱,daily_quantity_내열장갑,daily_quantity_실리콘_계란찜기(대),daily_quantity_실리콘_도마(대),daily_quantity_실리콘_냄비잡이,daily_quantity_실리콘_스테인리스집게(소),daily_quantity_오픈수납함,daily_quantity_실리콘_계란찜기(중),daily_quantity_실리콘_도마(중),daily_quantity_실리콘_멀티스푼,daily_quantity_실리콘_비누받침,daily_quantity_실리콘_스테인리스집게(대),daily_quantity_실리콘_다용도 오일브러쉬,daily_quantity_실리콘_덮개세트_샤크
2022-10-12 0:00,0,10,0,0,0,11,12,36,154,0,3,0,0,0,0,0
2022-10-13 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-14 0:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2022-10-15 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-16 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-17 0:00,0,0,0,0,0,0,0,0,3,0,0,0,0,40,0,0
2022-10-18 0:00,0,30,30,0,0,0,0,0,0,0,10,0,0,36,0,0
2022-10-19 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-20 0:00,0,0,10,37,0,10,0,0,0,0,0,0,0,0,0,5
2022-10-21 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-22 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-23 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-24 0:00,0,0,0,0,1,0,0,0,6,0,0,0,0,24,0,0
2022-10-25 0:00,0,0,0,0,0,10,20,36,150,0,11,0,0,0,0,0
2022-10-26 0:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2022-10-27 0:00,0,0,0,0,0,30,0,0,6,0,0,0,0,0,0,0
2022-10-28 0:00,0,40,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2022-10-29 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-30 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-31 0:00,5,0,0,0,0,3,0,0,548,6,7,0,0,53,0,0
2022-11-01 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02 0:00,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
2022-11-03 0:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2022-11-04 0:00,0,0,20,0,0,15,10,-2,34,0,10,30,0,-5,0,6
2022-11-05 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07 0:00,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0
2022-11-08 0:00,0,10,10,0,0,0,0,72,0,0,0,0,0,0,0,0
2022-11-09 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10 0:00,0,30,0,0,0,0,0,0,0,0,0,15,0,0,0,0
2022-11-11 0:00,6,40,40,15,6,15,16,15,8,6,15,30,0,15,0,8
2022-11-12 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14 0:00,1,0,0,0,1,0,0,1,206,0,0,0,0,53,0,0
2022-11-15 0:00,0,0,0,0,0,6,10,0,12,0,0,10,0,36,0,0
2022-11-16 0:00,0,0,30,0,0,0,0,0,2,0,0,15,0,10,0,0
2022-11-17 0:00,0,0,20,0,0,0,40,0,11,0,30,-1,0,0,0,0
2022-11-18 0:00,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0
2022-11-19 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21 0:00,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0
2022-11-22 0:00,0,20,0,0,0,0,0,-5,74,0,0,15,0,0,0,0
2022-11-23 0:00,0,100,0,0,0,0,10,0,197,0,0,0,0,0,0,0
2022-11-24 0:00,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0
2022-11-25 0:00,0,0,30,0,0,0,0,0,4,0,0,0,0,0,0,0
2022-11-26 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-27 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-28 0:00,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0
2022-11-29 0:00,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0
2022-11-30 0:00,2,0,0,0,3,6,0,11,296,3,0,0,0,0,0,0
2022-12-01 0:00,0,0,0,0,8,15,15,10,8,0,12,30,0,10,0,5
2022-12-02 0:00,0,10,0,0,0,60,0,0,0,0,70,0,0,0,0,0
2022-12-03 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-04 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-05 0:00,0,0,0,0,0,0,0,0,48,0,0,0,0,72,0,0
2022-12-06 0:00,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
2022-12-07 0:00,0,30,30,0,0,38,40,0,8,0,10,40,0,0,0,10
2022-12-08 0:00,0,0,0,0,0,35,0,0,0,0,21,31,0,0,0,22
2022-12-09 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-10 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-11 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-12 0:00,0,0,0,0,0,0,0,0,55,0,0,0,0,96,0,0
2022-12-13 0:00,0,20,20,25,4,0,0,36,4,4,40,15,0,0,0,0
2022-12-14 0:00,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
2022-12-15 0:00,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0
2022-12-16 0:00,0,30,30,0,0,0,40,0,0,0,40,0,0,0,0,0
2022-12-17 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-18 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-19 0:00,0,0,0,0,0,0,0,0,144,0,0,0,0,48,0,0
2022-12-20 0:00,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0
2022-12-21 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-22 0:00,0,0,0,0,0,0,0,0,10,0,0,55,0,0,0,0
2022-12-23 0:00,0,30,30,0,0,0,20,0,14,0,0,15,0,0,0,0
2022-12-24 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-25 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-26 0:00,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0
2022-12-27 0:00,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-12-28 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-29 0:00,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0
2022-12-30 0:00,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2022-12-31 0:00,2,0,4,0,1,14,0,1,272,9,1,0,0,5,0,0
2023-01-01 0:00,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
2023-01-02 0:00,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
2023-01-03 0:00,1,-7,-10,0,0,6,-2,0,32,0,66,-8,0,0,0,0
2023-01-04 0:00,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0
2023-01-05 0:00,0,60,0,0,0,1,0,0,19,0,0,0,0,36,0,0
2023-01-06 0:00,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0
2023-01-07 0:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2023-01-08 0:00,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
2023-01-09 0:00,3,0,0,0,0,8,1,1,7,0,4,0,0,49,0,0
2023-01-10 0:00,60,0,0,0,48,0,0,0,0,0,1,0,0,0,0,0
2023-01-11 0:00,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0
2023-01-12 0:00,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,5
2023-01-13 0:00,0,0,0,0,0,0,0,0,24,0,0,30,0,0,0,10
2023-01-14 0:00,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
2023-01-15 0:00,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0
2023-01-16 0:00,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0
2023-01-17 0:00,0,20,22,0,12,0,0,0,5,0,0,0,0,0,0,0
2023-01-18 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30
2023-01-19 0:00,0,0,60,0,0,26,0,0,0,0,0,0,0,0,0,0
2023-01-20 0:00,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2023-01-21 0:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-22 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-23 0:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-01-24 0:00,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0
2023-01-25 0:00,0,0,0,0,1,0,0,8,1952,0,1,0,0,0,0,0
2023-01-26 0:00,0,0,0,0,0,0,0,0,22,0,0,0,0,2,0,0
2023-01-27 0:00,0,0,15,0,0,0,0,0,5,0,0,0,0,36,0,0
2023-01-28 0:00,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0
2023-01-29 0:00,0,0,0,0,0,1,0,1,11,0,0,0,0,1,0,0
2023-01-30 0:00,1,0,0,0,0,0,0,0,124,0,1,0,0,48,0,0
2023-01-31 0:00,0,0,0,0,0,0,0,0,30,1,0,0,0,1,0,0
2023-02-01 0:00,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
2023-02-02 0:00,0,0,0,0,0,20,0,36,150,0,20,0,0,0,0,0
2023-02-03 0:00,0,0,20,0,0,0,0,0,6,0,15,20,0,0,0,20
2023-02-04 0:00,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
2023-02-05 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-06 0:00,0,0,6,0,0,5,0,0,232,0,0,6,0,24,0,0
2023-02-07 0:00,1,0,10,0,0,-31,0,0,15,3,-20,0,0,0,0,0
2023-02-08 0:00,1,15,12,0,0,9,0,0,4,0,6,0,0,0,0,0
2023-02-09 0:00,2,0,0,0,0,15,0,0,0,1,0,0,0,1,0,0
2023-02-10 0:00,1,0,-10,0,0,0,0,2,10,0,0,0,0,0,0,0
2023-02-11 0:00,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
2023-02-12 0:00,0,0,0,0,0,1,0,1,8,1,0,0,0,0,0,0
2023-02-13 0:00,0,0,40,0,0,0,20,0,25,0,0,0,0,1,0,15
2023-02-14 0:00,1,0,0,0,0,1,0,0,20,0,1,0,0,0,0,0
2023-02-15 0:00,8,0,0,0,1,8,0,0,8,3,13,0,0,0,0,0
2023-02-16 0:00,0,30,10,8,0,0,0,0,4,1,0,20,0,0,0,30
2023-02-17 0:00,0,10,0,74,0,0,0,0,10,0,0,10,0,2,0,0
2023-02-18 0:00,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2023-02-19 0:00,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
2023-02-20 0:00,0,0,10,0,0,15,0,0,8,0,25,0,0,26,0,0
2023-02-21 0:00,1,20,0,0,0,16,0,0,2,0,12,10,0,0,0,0
2023-02-22 0:00,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
2023-02-23 0:00,2,0,60,60,0,0,0,0,20,0,0,0,0,0,0,0
2023-02-24 0:00,1,0,0,0,0,0,0,0,15,1,0,10,0,0,0,0
2023-02-25 0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-26 0:00,1,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0
2023-02-27 0:00,0,0,0,0,0,0,0,0,28,0,0,0,0,72,0,0
2023-02-28 0:00,0,0,0,0,0,0,0,0,176,0,6,0,0,0,0,0
2023-03-01 0:00,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0
2023-03-02 0:00,0,0,10,0,0,0,0,1,7,0,0,10,0,2,0,0
2023-03-03 0:00,0,10,10,6,0,0,20,0,8,2,0,0,0,0,0,5
2023-03-04 0:00,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0
2023-03-05 0:00,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2023-03-06 0:00,1,30,0,0,1,0,0,0,118,0,0,30,0,132,0,10
2023-03-07 0:00,0,30,60,0,0,0,0,36,3,5,0,20,0,36,0,2
2023-03-08 0:00,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0
2023-03-09 0:00,1,1,0,0,0,20,44,0,25,10,1,40,0,36,0,0
2023-03-10 0:00,0,0,0,0,5,0,0,36,16,0,10,0,0,0,0,0
2023-03-11 0:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-03-12 0:00,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0
2023-03-13 0:00,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0
2023-03-14 0:00,0,0,0,0,0,0,0,6,13,1,0,0,0,0,0,0
2023-03-15 0:00,10,0,0,12,0,0,0,0,14,10,0,0,0,0,0,0
2023-03-16 0:00,0,0,0,0,0,1,0,0,455,0,0,0,0,0,0,0
2023-03-17 0:00,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
2023-03-18 0:00,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2023-03-19 0:00,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2023-03-20 0:00,3,20,20,0,0,0,0,0,191,0,0,0,0,0,0,0
2023-03-21 0:00,0,20,0,0,0,0,0,0,40,5,30,0,0,0,0,0
2023-03-22 0:00,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2023-03-23 0:00,0,10,0,0,0,0,10,0,9,0,0,20,0,0,0,0
2023-03-24 0:00,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
2023-03-25 0:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2023-03-26 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2023-03-27 0:00,0,60,0,0,0,0,0,0,13,0,0,0,0,0,0,20
2023-03-28 0:00,0,0,20,0,0,0,20,0,8,0,0,0,0,0,0,0
2023-03-29 0:00,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
2023-03-30 0:00,0,20,0,0,0,0,0,0,18,0,16,20,0,0,0,0
2023-03-31 0:00,0,0,0,0,0,0,0,0,257,0,0,0,0,1,0,0
2023-04-01 0:00,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
2023-04-02 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-03 0:00,0,0,0,0,0,0,0,1,32,0,0,0,0,3,0,0
2023-04-04 0:00,3,0,10,61,0,0,0,8,19,0,0,10,0,0,0,0
2023-04-05 0:00,0,60,60,0,0,10,0,0,0,6,5,30,0,0,0,0
2023-04-06 0:00,0,0,10,5,0,0,10,0,23,1,0,10,0,36,0,10
2023-04-07 0:00,1,40,0,0,0,0,0,2,8,0,0,20,0,0,0,0
2023-04-08 0:00,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
2023-04-09 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-10 0:00,0,0,0,0,0,0,0,0,242,0,10,10,0,100,0,0
2023-04-11 0:00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2023-04-12 0:00,0,0,0,0,0,0,0,0,158,0,0,0,0,1,0,0
2023-04-13 0:00,0,30,20,10,0,0,0,0,60,0,0,0,0,0,0,0
2023-04-14 0:00,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-04-15 0:00,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0
2023-04-16 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-17 0:00,2,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0
2023-04-18 0:00,0,0,60,0,0,37,0,0,15,0,0,0,0,0,0,0
2023-04-19 0:00,1,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0
2023-04-20 0:00,2,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0
2023-04-21 0:00,0,20,20,0,0,9,0,0,2,0,19,0,0,0,0,0
2023-04-22 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-23 0:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-04-24 0:00,1,0,0,0,1,0,0,0,150,1,0,0,0,0,0,0
2023-04-25 0:00,0,0,0,40,4,0,0,0,14,1,30,30,0,0,0,0
2023-04-26 0:00,1,0,0,0,0,1,15,1,2,1,0,20,0,0,0,0
2023-04-27 0:00,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2023-04-28 0:00,2,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0
2023-04-29 0:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-04-30 0:00,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
2023-05-01 0:00,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
2023-05-02 0:00,0,10,10,-1,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-03 0:00,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0
2023-05-04 0:00,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0
2023-05-05 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-06 0:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2023-05-07 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-08 0:00,1,0,0,0,0,0,0,0,57,0,0,0,0,50,0,0
2023-05-09 0:00,0,60,0,0,0,0,39,36,6,0,0,29,0,0,0,0
2023-05-10 0:00,6,0,0,0,6,10,0,0,7,6,10,0,0,0,0,0
2023-05-11 0:00,0,0,40,0,0,0,0,0,14,1,0,0,0,0,0,0
2023-05-12 0:00,6,0,0,0,9,0,0,0,10,6,0,30,0,0,0,0
2023-05-13 0:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2023-05-14 0:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2023-05-15 0:00,0,0,0,0,0,0,0,0,6,1,0,0,0,48,0,0
2023-05-16 0:00,0,0,0,0,1,20,0,0,10,0,0,0,0,1,0,20
2023-05-17 0:00,0,0,15,0,0,0,0,10,16,0,0,0,0,10,0,0
2023-05-18 0:00,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
2023-05-19 0:00,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
2023-05-20 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-21 0:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2023-05-22 0:00,0,0,60,0,0,0,0,0,36,0,0,10,0,4,0,0
2023-05-23 0:00,13,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0
2023-05-24 0:00,0,0,0,0,0,0,0,2,454,0,0,0,0,0,0,0
2023-05-25 0:00,3,0,0,0,1,0,0,0,32,2,0,0,0,0,0,0
2023-05-26 0:00,0,0,0,0,0,15,0,0,232,0,15,0,0,0,0,0
2023-05-27 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 0:00,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
2023-05-29 0:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2023-05-30 0:00,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0
2023-05-31 0:00,0,0,0,0,0,0,0,0,173,1,0,0,0,0,0,0
2023-06-01 0:00,0,0,0,0,0,0,0,1,51,0,0,0,0,1,0,0
2023-06-02 0:00,0,12,20,20,0,10,15,0,51,0,0,30,0,0,0,0
2023-06-03 0:00,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
2023-06-04 0:00,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2023-06-05 0:00,0,0,0,0,0,1,0,0,78,0,0,0,0,72,0,0
2023-06-06 0:00,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
2023-06-07 0:00,0,10,0,12,0,10,15,0,34,0,6,0,0,0,0,0
2023-06-08 0:00,0,0,-5,0,0,0,0,0,12,0,0,45,0,0,0,0
2023-06-09 0:00,0,0,0,0,1,10,0,0,23,60,0,0,0,0,0,0
2023-06-10 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-11 0:00,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
2023-06-12 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,120,100,0
2023-06-13 0:00,15,20,0,0,15,0,0,0,12,15,0,20,0,0,0,0
2023-06-14 0:00,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2023-06-15 0:00,0,0,0,-2,0,13,0,0,12,0,5,0,0,8,20,5
2023-06-16 0:00,6,0,0,8,3,10,10,0,0,10,30,0,0,0,0,0
2023-06-17 0:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2023-06-18 0:00,0,0,0,0,0,1,0,0,10,0,0,0,0,4,0,1
2023-06-19 0:00,7,0,0,0,6,0,0,0,1,5,6,0,0,0,0,0
2023-06-20 0:00,6,30,0,0,5,0,0,0,22,4,0,0,0,0,0,0
2023-06-21 0:00,0,0,0,0,0,0,0,0,110,2,0,0,0,3,0,0
2023-06-22 0:00,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2023-06-23 0:00,0,0,0,0,0,0,0,0,93,0,0,0,0,0,30,0
2023-06-24 0:00,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0
2023-06-25 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-26 0:00,3,0,0,0,0,0,0,0,252,0,0,0,0,48,0,0
2023-06-27 0:00,0,-1,0,0,0,2,0,0,169,2,25,0,0,36,0,0
2023-06-28 0:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6
2023-06-29 0:00,10,25,40,0,10,0,0,0,8,11,0,0,0,0,0,0
2023-06-30 0:00,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
2023-07-01 0:00,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
2023-07-02 0:00,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2023-07-03 0:00,0,0,0,0,0,0,0,0,204,0,0,0,0,48,0,0
2023-07-04 0:00,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0
2023-07-05 0:00,0,0,3,0,0,0,0,0,15,1,0,0,0,0,0,0
2023-07-06 0:00,0,0,10,0,0,0,0,12,1,0,0,0,0,0,0,0
2023-07-07 0:00,0,0,0,0,-8,-7,-11,1,14,-3,0,0,0,0,0,-13
2023-07-08 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10 0:00,3,0,0,0,3,0,0,0,5,4,0,0,0,48,0,0
2023-07-11 0:00,2,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
2023-07-12 0:00,6,30,30,0,10,5,11,0,4,15,11,0,0,0,0,2
2023-07-13 0:00,4,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0
2023-07-14 0:00,2,20,0,0,11,0,20,36,13,5,0,20,0,0,0,0
2023-07-15 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-16 0:00,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
2023-07-17 0:00,0,0,0,0,0,0,0,0,2,0,0,0,0,48,2,0
2023-07-18 0:00,2,30,0,60,0,25,0,36,5,0,0,20,0,0,0,0
2023-07-19 0:00,0,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0
2023-07-20 0:00,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0
2023-07-21 0:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-07-22 0:00,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0
2023-07-23 0:00,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2023-07-24 0:00,1,0,0,0,0,0,0,0,10,2,0,0,0,0,0,1
2023-07-25 0:00,0,10,10,0,0,0,0,0,6,8,0,25,100,0,0,0
2023-07-26 0:00,0,0,0,0,0,0,0,0,6,0,2,0,0,4,0,0
2023-07-27 0:00,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0
2023-07-28 0:00,1,10,30,0,15,0,0,36,20,16,0,10,70,36,0,11
2023-07-29 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-31 0:00,2,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0
2023-08-01 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-02 0:00,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
2023-08-03 0:00,1,30,30,0,0,0,40,0,14,0,0,0,0,36,0,0
2023-08-04 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-05 0:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-08-06 0:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-07 0:00,1,0,0,0,0,20,0,0,99,0,20,0,0,180,0,0
2023-08-08 0:00,0,0,0,0,0,30,0,0,203,0,0,0,0,0,0,0
2023-08-09 0:00,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0
2023-08-10 0:00,0,0,0,0,0,0,0,0,21,2,8,0,0,0,0,0
2023-08-11 0:00,2,0,0,0,0,11,0,0,4,0,6,0,15,36,0,0
2023-08-12 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-13 0:00,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
2023-08-14 0:00,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0
2023-08-15 0:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-08-16 0:00,1,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0
2023-08-17 0:00,0,10,0,0,0,17,10,0,4,1,8,10,10,0,0,0
2023-08-18 0:00,0,20,40,10,0,0,10,0,8,0,6,0,0,0,0,0
2023-08-19 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-20 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-21 0:00,1,0,0,0,0,15,0,0,40,3,2,0,0,0,0,0
2023-08-22 0:00,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,30
2023-08-23 0:00,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0
2023-08-24 0:00,2,0,0,0,1,0,0,0,152,6,0,25,0,2,0,0
